test_index,true_label,tfidf_pred,tfidf_conf,Fine-tuned DistilBERT_pred,Fine-tuned DistilBERT_conf,tfidf_correct,Fine-tuned DistilBERT_correct,text,tfidf_product_masked_pred,tfidf_flipped_after_product_masking,Fine-tuned DistilBERT_product_masked_pred,Fine-tuned DistilBERT_flipped_after_product_masking,case_type
550,Credit reporting,Bank account or service,0.4673635866509552,Credit reporting,0.7709514498710632,False,True,"While reviewing my EXPERIAN credit report, I noticed an unauthorized and fraudulent inquiry initiated by PNC BANK on XXXX/XXXX/2016. I did not authorize any employee of PNC BANK to review my records for any purpose at any time. I personally contacted PNC BANK and requested to have this adverse information deleted and also, to within 5 business days provide me with any verifiable signed documents that I may have signed authorizing this inquiry. To date PNC BANK has failed to provide me any documentation within 5 business days. This fraudulent inquiry is in clear violation of my civil rights under FCRA and PRIVACY Rights Act. As a direct result I have continued to suffer irreparable economic loss, including but not limited to my inability to securing meaningful employment, Housing and/or obtain new credit due largely in part to the gross negligence of PNC BANK acts and omission.",Bank account or service,False,Bank account or service,True,tfidf_wrong_comparison_right
551,Mortgage,Mortgage,0.7367815285859501,Mortgage,0.7632867097854614,True,True,"SInce XXXX when CitiMortgage suddenly changed their flood and hazard coverage requirements, I have been fighting them over the fact there is no good reason, and they were never able to give me XXXX. Every year we got threatening letters about them force placing the additional insurance. Rather than risking issues with our credit or any other problems we did n't need, we would reluctantly obtain the additional insurance. Each year I would google the topic and hope to find something about the practice and the fact it is suspect. Last year I was thrilled to find that a Lawsuit was filed again them for this exact issue. I researched and then inquired about joining the class action lawsuit. We joined the lawsuit and were given a claim number and submitted the paperwork by the deadline and waited. The next thing I know, we are again getting letters from the bank that not only are they force placing additional flood insurance, but they are also now withholding escrow money to cover the insurance for the following year! Literally, continuing to do EXACTLY what they are being sued for. I could not get any answers through the Citi claims administrator XXXX phone, fax, email all repeatedly ignored ), or the CitiMortgage insurance department, who claim they need to receive their instructions from the administrator, and finally even the attorneys office who was representing the people, could not seem to get me an answer as to why not only were they continuing this practice on our account, but what happened to fulfilling the settlement terms of the lawsuit with the claimants? We were never contacted to say we were not part of the lawsuit and had been waiting to see what was next. We were not seeking monetary compensation for the years in question that we were made to buy additional insurance but we did expect them to fulfill the rest of the terms which included not requiring the GREATER of the XXXX insurance amounts. The Federal regulations dictate that you are required to carry flood/hazard insurance to cover the replacement cost value of your home OR your mortgage balance, whichever is LESS. In 2010 Citi changed those requirements to having to carry it in the amount that was GREATER. I think part of the lawsuit insinuates that they had a financial interest in the insurance provider they were using to obtain these additional policies. I have still not been told why we are not qualified as part of this lawsuit, after receiving a claimant number and everything. More importantly though they have now force placed the additional insurance because I refused to increase it while I was awaiting the settlement to take effect. Had anyone informed us we were not being included, I never would have let them take out the insurance, nor would I have allowed them to start an escrow account, when we never had XXXX before. How could they now be allowing only the customers that got wind of the lawsuit, to be exempt from carrying the additional insurance, and remain able to require the rest of their mortgage customers to abide by the other rules? It hardly seems fair or legal. Especially when we have consistently fought them on it, thought we finally were getting relief from it, and instead have months worth of extra headache and paper, with no real clearcut answer. Yet I imagine the minute we refuse to pay the additional money, we will hear from plenty of people. I am at ropes end now with them. Absolutely unacceptable, especially after they just had to settle a lawsuit basically confirming all this. I do n't know what to do anymore.",Mortgage,False,Mortgage,False,both_right
552,Credit card,Debt collection,0.36037570344326675,Credit card,0.7224336266517639,False,True,"I was called by a debt collector, the name of which I do not recall, but they made it very clear they were calling "" on behalf of Discover Card. '' The call began cordial, and after I informed the woman that I did not have the money to pay at this time and asked to be contacted again in XXXX, she asked for the best way to contact me. I gave her my personal email address and permission to contact me. She then asked me to hold for another person to come on the line to verify the information I had provided. 

The other person did not verify anything, rather he persisted in attempting to extort money out of me with questions such as "" how are you paying for things if you do n't have any money? '' "" How are you paying for housing, a car, your cell phone? '' I explained that I was living in a relative 's condo, driving a relatives car, and using a free phone. He then even went so far as to say, after I had explained again I had no extra money, "" why are you not acting in good faith? '' They are hardly financial advisors, so I do n't think they are qualified, especially based on their general tactics, to offer me any financial advice, so the questions were nothing more than an attempt to bully and intimidate. Furthermore, accusing me of not acting in good faith, in nothing short of a condescending tone, is most certainly a bullying tactic. Of course I wish I could pay off all of my debts and move on with my life, but I ca n't. The last thing I need in my life is some person being a XXXX and making me feel about as big as a Pomeranian on a foot stool. That 's not going to inspire me to give them anything, and it also borders on illegal behavior, irresponsible and inappropriate at the least. 

I would have let this go, were it not for one final thing. They informed me they would be reporting back to Discover what I said and ended the call, or so they thought. The line, however, was still going. As I listened I heard them talking about me. They have access to my personal information, and I could hear them joking about me. The manager, or whoever he was, who got on the phone second, had the manners of a pitbull, but I would expect him to have some professionalism and not joke about me after the call was supposed to have ended. Now, I 'm left with the thought that if they 're talking about me after the call, how do I know these individuals with access to my personal information are n't leaving the office and continuing the conversation? I attempted to email Discover directly, but there was no direct contact. Perhaps Discover will be appalled that the company they hired is acting in such an unprofessional way, or perhaps this is what they teach them. I can honestly only think it 's what they teach them, or they have terrible quality control. As I said earlier, I would love to be able to repay my debts, but being treated like this is going to move Discover to the back of the line, and also encourage me to tell anyone who will listen what their standard of professionalism apparently is.",Bank account or service,True,Debt collection,True,tfidf_wrong_comparison_right
553,Mortgage,Mortgage,0.5869160106243712,Mortgage,0.9723815321922302,True,True,"RE : CFPB # XXXX XXXX XXXX provided verification that they sent the correct tax amounts to Seneca Mortgage Servicing LLC on XXXX XXXX, 2014. 

Faced with this evidence, Seneca is now contradicting the statement they made to the XXXX that the error was caused by the "" prior servicer 's tax vendor '' and have now stated to XXXX XXXX that the error was actually caused by Seneca 's own vendor, XXXX. 

I am currently unable to locate and identify XXXX and XXXX is not in the CFPB database.",Debt collection,True,Mortgage,False,both_right
554,Debt collection,Debt collection,0.9118814574488943,Debt collection,0.9620530605316162,True,True,"This company has been contacting my family, friends and even neighbors. Today when I called and again had asked for written verification of the debt I was told to go to the website and look it up. I informed XXXX XXXX that I was in class and then going to the XXXX and did not have access to the internet. I again asked for written verification and was told NO. I then asked him for his address so I could send a written request and was told he was not giving me his address. I then told him I wanted him to stop calling all XXXX parties and to call my cell or home phone. He then said I was blocking his calls, but then in the same breath said he always reached my voicemail ( and not once has he left a message ). I again gave him my home phone and told him I was in class everyday till XXXX and then off to the XXXX from XXXX till XXXX. He then proceeded to yell at me and ask me about my financial situation and why could I not pay my bills. I said this was none of his business and again to stop calling and discussing my debt with others and he just laughed at me. I then said I was going to file a complaint against him and his office and he just laughed and said you know how many times a day I hear that lady. Go right ahead you dont scare me. I just asked again for the address he again said NO and I just hung up.",Debt collection,False,Debt collection,False,both_right
555,Credit card,Credit card,0.9320528218206686,Credit card,0.9579808115959167,True,True,"I opened a Macy 's credit card once, did not get their bill. They threaten me for debt collection. On the phone, I gave them my bank account number, paid for the late fee and everything. At the same time, I requested to cancel my credit card with them. I am still getting another bill from them to pay them another {$2.00}. Even though I am not their customer anymore.",Credit card,False,Credit card,False,both_right
556,Credit card,Credit card,0.7081751450868228,Credit card,0.9109469652175903,True,True,I signed up for the promotional rate of 0 % on XXXX/XXXX/15 for 21 months and there was a 2 % charge at that time for the balance transfer. Chase is stating that I signed up for a 0.99 % rate for 7 months which I have never signed up for such a short term promotion in my life. I was not paying attention to the .99 % interest they were charging but when It jumped up to 10 % I noticed. I consider this a bait and switch.,Credit card,False,Credit card,False,both_right
557,Credit card,Debt collection,0.39949173439462987,Credit reporting,0.8500413298606873,False,False,"for XXXX entered into an agreement to combined XXXX accounts into XXXX account. All docs were emailed and fax 'd several times. The email address and phone number to that particular department ( combined offers ) Never get a response nor does anyone answer the phone, and the rollover feature that 's on the phone is bogus. When I called into the main number I was informed its in process, I called XXXX and XXXX to express my concern on how this is going to be reported, as I have been told a payment is not due while this is being worked on. I was told several time this will not affect your credit. XXXX they reported XXXX delinquent. This dropped my fico score XXXX points, I guess because its multiple accounts. i called to inform them of this. Conns have some very unethical practices and do some things illegal. Such as call your number cell and home XXXX times a day and leave numerous messages. i have never been 30 days with this company and have paid accounts off early. but yet they call prior to the bill due and after, they have several different numbers they use, its harassment. it is very stressful!!! its unfair to treat customers this way. I have uploaded a few pages of my credit report. Thank you",Debt collection,False,Credit reporting,False,both_wrong
558,Credit reporting,Credit reporting,0.5699064027573038,Credit reporting,0.9723483920097351,True,True,"Experian is reporting XXXX charges as open and not satisfied but they have been paid. I have called XXXX XXXX about my {$34.00} "" balance '' and my {$73.00} "" balance '' but have not received a response.",Credit card,True,Credit card,True,both_right
559,Mortgage,Mortgage,0.9436888981229535,Mortgage,0.9354291558265686,True,True,"Flagstar bank has been accused and found guilty of numerous violations in the past and their illegal practices have not only continued, but intensified. I have been harassed to the point of insanity by Flagstar calling my cell phone and home phone almost every single day for over period of over one year. Not only are these robo calls, I have also been harassed via letters claiming that to have a new "" single point of contact '' at Flagstar every other month. All of these single point of contacts at the bank are impossible to reach. I recently applied for a loan modification that was deliberately delayed and denied without reason as I struggled to make our monthly payments and continued being harassed daily. The modification, which should generate a response within 30 days, took well over 6 months as Flagstar claimed to be talking to it 's "" investors '' and eventually denied because the time frame for all documents had passed ( due to flagstars delay ). When submitting a new modification through a housing authority agency, I was eventually informed that I was ineligible for any type of modification because my loan was taken out past the required HAMP government program deadline and that there was nothing they were willing to do. So after 2 modification requests and 8+ months of time, I was denied because someone finally looked at the application and realized that because the mortgage was taken out after the government programs deadline, I was ineligible for ALL modification options. I struggled making payments, held out hope, and were provided false hope whenever I ( rarely ) successfully contacted Flagstar for those 8 months as I was continuously told everything looks good, the "" investors were looking everything over '' and I can expect to receive a response "" soon ''. When in reality, no one had looked at it and the continuous harassment proceeded against my myself, putting a huge stress on my life and increasing my XXXX. When I filed a complaint before stating that they are continuing their illegal practices, Flagstar retaliated by sending me foreclosure notice immediately after receiving the complaint. To make matters worse, the entire time of the harassment and delays, Flagstar had misrepresented the fact that they even held to the mortgage! So I was struggling to make payments, being harassed daily and sending multiple modification requests to a company who did n't even have ownership of my mortgage! I found out that it was n't until XXXX XXXX, 2015 that they gained ownership and that it was finally recorded on XXXX XXXX, 2015. Three weeks after it was recorded, they immediately issued a foreclosure notice in retaliation of my previous complaint. After doing some research, I found out that Flagstar bank has been accused of everything they have done to my family and I before and they were ordered to pay a fine and restitution to it 's victims. As stated before, this did not change any of their illegal practices and the harassment only intensified. I are curious as to who was in charge of handling their last fine/restitution and if/when we are eligible to receive any part of it. In summary, Flagstar, who did n't have ownership of my mortgage, continued to delay, deny and harasses myself, who is XXXX XXXX, with robo calls and letters when they should n't have even been able to contact me legally. This entire process lasted over a year and whenever I tried to contact my "" single point of contact '' at the bank, it was nearly impossible and would the point of contact would change with another letter as soon as the next day. Denying, delaying and hoping I would go away.",Mortgage,False,Bank account or service,True,both_right
560,Bank account or service,Bank account or service,0.9668950834068281,Bank account or service,0.9780936241149902,True,True,"My spouse & i have banked with Wells Fargo for years, I wanted to deposit XXXX into our checking account, they ran the money through their machine and the branch manager said a XXXX bill was counterfeit. I then took my sharpie money marker and made a yellowish green mark on the bill to prove to him that it was good. He said to me ""no that is counterfeit & i can't allow you to leave here with it, I insisted on a copy of it front & back, He gave me a copy of it and put the bill in his pocket of his suit. I told him we got the money from this bank, he argued that i did not. I told him that we always cash checks here & have for 25+ years. I ask him a question, ""what kind of bill would i have had to cash to get back a XXXX bill ?"" He replied ""It didn't come from this bank:. God knows as well as we do that that bill came from that bank. I have my copy of the bill with the serial number's on it clear as water. Even though we got a checking, saving's, XXXX & an IRA with this bank and all of the tellers know us very well, The branch manager kept the money and did not once offer to re-place it. This particular bill most definitely came from Wells Fargo Bank. I have tried to get help with this & it seems it does not matter to anyone. I am considering not only changing everything to a different bank but also hire a lawyer and see what can be done about this, Just to prove to the branch manager that this bill was a good bill and definitely NOT counterfeit. I am contacting the XXXX and filing a complaint there as well. This is not right, Nor is it fair........In my opinion he just made himself a free XXXX dollars. We are very upset about this & i will not stop until justice is served. No matter what it cost me out of my pocket just to prove to him that i am right. He took our money & thinks he is going to get away with it, But he is not !!!! My opinion would be for people to beware if you are banking at Wells Fargo Bank....",Bank account or service,False,Bank account or service,False,both_right
561,Debt collection,Debt collection,0.7218837228279602,Debt collection,0.8094128370285034,True,True,Allied Trustee Services on behalf of XXXX XXXX XXXX an HOA company garnished my wages in the amount of {$6400.00} for an invalid debt in the original amount of {$1200.00}. I did not oocupy the property in question at the time this debt was incurred because the property was foreclosed and I was evicted from the home. ALlied Trustee Services had absolutely no right to this money. Because of their actions my family and I are again facing eviction because we can not pay our rent. Allied Trustee Services should not be allowed to take these fradulant actions. Please help me.,Debt collection,False,Mortgage,True,both_right
562,Credit reporting,Credit reporting,0.9143239891681426,Credit reporting,0.9714725613594055,True,True,"ATTN CFPB : THIS IS NOT A DUPLICATE COMPLAINT, I HAVE BEEN AWAITING A RESPONSE FROM EQUIFAX AS IT IS NOW XXXX XXXX, 2015 AND UI HAVE NOT RECIEVED A RESPONSE FROM THEM IN REGARDS TO MY DISPUTES. AS EQUIFAX IS NO DOUBT AWARE THAT THEY HAVE LEGALLY EXCEEDED THE TIME FRAME ALLOWED TO THEM ACCORDING TO THE FCRA. THE DISPUTED ITEMS MUST NOW BE LEGALLY REMOVED FROM MY EQUIFAX CREDIT REPORT. 


I am writing in reference to my original dispute. I have disputed these alleged account information as inaccurate with Equifax, and Equifax has come back to me and stated that they were able to verify these alleged debts. How is this possible? Under the laws of the FDCPA, I have contacted and filed a complaint with the CFPB on each of the creditor currently listed on my Equifax credit report myself and have been unable to get them to verify that this is indeed my debt. 
I have previously enclose copies of my requests for each creditor to VALIDATE these alleged debts, and the receipts showing that I sent these letter certified signature request. This debt is not mine and I was given no evidence of my obligation to pay these alleged debts to the creditors listed on my Equifax credit report. 
The FCRA requires Equifax to VALIDATE the validity of the DISPUTED items within 30 days. If VALIDATION can not be verified, Equifax is obligated by law to remove the DISPUTED items. There is a clear case of unverified debt here, and I urge you to remove this item before I am forced to take legal action. 
Equifax has been unable to legally VALIDATE these DISPUTED items pursuant to the FCRA, and is continuing to list the disputed items on my Equifax credit report I will find it necessary to sue Equifax for actual damages and declaratory relief under the FCRA. According to this regulation, I may sue Equifax in any qualified state or federal court, including small claims court in my area. 
While I prefer not to litigate, I will use the courts as needed to enforce my rights under the FCRA. 
I would also like to request that a new fully updated copy of my credit report be mailed to me at the address listed above in this letter. 
As you can see I am keeping a very detailed record of all my correspondences with Equifax. 
I look forward to a speedy resolution of this matter.",Credit reporting,False,Debt collection,True,both_right
563,Bank account or service,Bank account or service,0.9403241174665837,Bank account or service,0.9814301133155823,True,True,I check my account every morning and noticed overdraft fees on my account. I called US bank to help with the issue and had little to no help in answering my question or helping with my issue. I have XXXX accounts and transferred money when I noticed XXXX overdrawn by XXXX. Although I did this I still got charged. I haved banked with this bank for years and yet I could not get them to help me in any way. I had no issue with the fee associated with the XXXX but not the others.,Bank account or service,False,Bank account or service,False,both_right
564,Debt collection,Debt collection,0.596474211033572,Debt collection,0.960915207862854,True,True,"We received a bill from XXXX XXXX XXXX some time ago ( see attached ) in the amount of {$47.00}, we immediately contacted the county and spoke with a person named XXXX, she gave me some information about the nature of the ticket, we told her that we never received a parking ticket or a ticket was ever placed in the windshield of our car, she also said that the parking violation occurred at the XXXX airport, I informed her that we did not park at the XXXX Airport as she stated, she looked up the car information and told me that the maker of our car was a Dodge Caravan, We told her that we do n't drive a Dodge Caravan. The XXXX employee told me that it was a mistake, that they were going to take care of the error and they were going to investigate. We did not hear back from that office until we received your letter collecting the debt with additional charges.",Debt collection,False,Debt collection,False,both_right
565,Debt collection,Debt collection,0.8690844533192307,Debt collection,0.9645866751670837,True,True,The debt collector seems hire a detective and call my dad to his cell phone and told them to tell me to call them because there has been filed a complaint against me and game my name. At my knowledge this is inapropriate and illegal. My dad called me worried to tell me that a woman call saying to call her back because a complaint has been filed and he said hope you are ok. I have not received as required by law a verification of debt letter within 5 days of receiving phone call neither as of today. They are behaving like scammers. Need advice.,Debt collection,False,Debt collection,False,both_right
566,Credit card,Credit card,0.9420791610203275,Credit card,0.954939067363739,True,True,I had a credit card for Sam 's Club issued by Synchrony Bank which I closed in XXXX of 2016. I had earned a cash reward of about {$170.00} which they are refusing to give it to give it to me.,Credit card,False,Bank account or service,True,both_right
567,Bank account or service,Bank account or service,0.9409149442231042,Bank account or service,0.9752328991889954,True,True,"Wells Fargo committed fraud by stealing money from the elderly. I am XXXX years old, I have a account with Wells Fargo, Acct # XXXX. On Sunday, XXXX XXXX, 2015, the day before XXXX, I purchased food at XXXX XXXX and wrote a check # XXXX in the amount of XXXX}. I also wrote a check on Tuesday, XXXX XXXX, 2015, the day after XXXX, on XXXX XXXX, 2015 I receive a survivors benefit check in the amount of {$XXXX} which post Eastern Standard TIme at XXXX XXXX, XXXX Pacific time. Wells Fargo. On the back of Check # XXXX in the amount of {$75.00} The XXXX stamped it XXXX XXXX, 2015 as being processed, the money was in my account, Wells Fargo fraudulently charged me a service charge of {$35.00}. They also charged me {$35.00} service charge for Check # XXXX in the amount of XXXX. These XXXX checks were covered because my direct deposit from Social Security was in the account. I went to Wells Fargo and spoke to the Manager of the Store, XXXX XXXX, ID XXXX, she took the bank statement along with the XXXX checks and proceeded into her office not asking me to come into her office while she looked at the copies. XXXX minutes later she comes out into the lobby where I waited and broke the privacy act discussing my account with a lobby full of customers. She treated me with no respect and I feel discriminated against me because she saw I was elderly, she failed to ask for my identification. She failed to see on the back of the check the date was stamped XXXX XXXX, 2015 for check number XXXX by The XXXX. It is my opinion Wells Fargo should investigate this store manager, the proof is on the back of the check and she had no right to discriminate me and embarrass me in front of a lobby full of people. I am asking that Wells Fargo refund my money and a apology letter on behalf of their Store Manager, XXXX XXXX she should not work at a bank who judges people by the way they look.",Bank account or service,False,Bank account or service,False,both_right
568,Mortgage,Mortgage,0.8345001553906655,Mortgage,0.9656585454940796,True,True,"As of XXXX/XXXX/XXXX I XXXX XXXX have a mortgage with Bank of America XXXX , CO XXXX that I reaffirmed loan in XX/XX/XXXX after bankruptcy in XX/XX/XXXX, with good standing, since. Bank of America has failed to report to all XXXX credit reporting agencies with updates. They 've just removed whole mortgage account from all credit bureaus, is this my punishment! So, that I can not buy another home. 

XXXX/XXXX/XXXX, Bank of America, called me to extend / delay response for XXXX more days. 
XXXX XXXX",Mortgage,False,Credit card,True,both_right
569,Mortgage,Mortgage,0.896060275150671,Mortgage,0.9678308367729187,True,True,"Bank of America supposedly gave me a mortgage for my home in XXXX 2003. However, I have discovered that they sold that mortgage in XXXX of 2003 to a pool of investors as part of a Mortgage Backed Security. I have a PSA ( pooled Service Agreement XXXX showing a series of Mortgages sold by Bank of America and the series of my mortgage being one of them. However, they continued to send me a monthly statement for years collecting on a mortgage that they no longer owned. This is Fraudulent. Then when I fell into financial hardship, without knowing about the Fraud, they tried to forclose on my home. If anyone had a legal right to forclose, it would be the new investors that brought the Mortgage Backed Securities in the open market. However they are not interested in owning homes just securities. The bottom line is that not only did Bank of America make the money twice over on the home, so did all of the investors as these Mortgage Backed Securities are traded in the open Market. Bank of America has fraudulently been charging me monthly for many years and then when payments stopped due to hardship and failed attempts at modifications which did not help because Bank of America was just placing the missed payments on the back end, they filed a judgement against me for non payment. The question is non payment of what? They did n't have the mortgage anymore?",Mortgage,False,Mortgage,False,both_right
570,Debt collection,Debt collection,0.6071491284044891,Debt collection,0.8889174461364746,True,True,Kay jeweler found my family members phone numbers and has called them continuously to get messages to me. They went so far to tell my sister the name of their company and about how far behind my account is with them.,Debt collection,False,Debt collection,False,both_right
571,Credit card,Credit card,0.9079361825132897,Credit card,0.932313084602356,True,True,"I send my credit card payment on time every month and they charge me fees in the form of interest, I have contacted them once before and they said it would not happen again, It has happened again and they charge finance charges,,, I always send my bill 8 days before it is due. Thank you for your help XXXX XXXX XXXX",Credit card,False,Debt collection,True,both_right
572,Credit card,Credit card,0.9190236370559383,Credit card,0.9532251358032227,True,True,"i opened a dispute with a credit card for the charges on my statement for XXXX/XXXX/2015 from the XXXX hotel which i booked, but never used due to hotel did not have clean sheets. ( the sheets had big XXXX stain on them ). credit card refused to credit me due to they said "" its falls under Quality of services ''. the rep from credit card told me hotel is not obligated to provide with clean sheetsi strongly disagree, why i have to pay for hotel that i never used in the first place",Credit card,False,Credit card,False,both_right
573,Mortgage,Mortgage,0.8899831544663941,Mortgage,0.9401780366897583,True,True,"I tried independently due to changes in incomes to seek a modification from my lender. There representative XXXX from Greentree told me I could not until I made about 6 payments on time. I told him I could not do that. I then went to a HUD authorized counselling center called XXXX XXXX in XXXX, Fl. since XXXX of 2015. After working with them it was decided we needed to do a Deed in Lieu. We gave our XXXX XXXX rep XXXX XXXX all information on XXXX XXXX. XXXX has been working with Green Tree and during the ensuing time they have claimed they did not have possession of the files sent although we have proof they have been sent to the contrary. Then when they do, they say they are missing some items. Etc. XXXX has detailed documentation of her back and forth experiences with them. In summary we have done our best and the delays and stalls dealing with Green Tree internal issues has astronomically causing me financial hardship. Please help!",Mortgage,False,Mortgage,False,both_right
574,Bank account or service,Debt collection,0.38549851324424633,Debt collection,0.715870201587677,False,False,"BARCLAYSBK ACCOUNT NUMBER : XXXX XXXX/XXXX/XXXX Dear Sir or Madam : I am a victim of identity theft. An identity thief used my personal information without my permission to open an account several account in my name this debt is not mine. I have enclosed proof of my identity and a copy of my Identity Theft Report. In accordance with the Fair Debt Collection Practices Act, I am asking you to stop collection proceedings against me and stop communicating with me about this debt, except as the Fair Credit Reporting Act allows. I also ask that you notify BARCLAYSBK or any company associate with this account # XXXX and tell them the debt is the result of identity theft. I have enclosed a copy of the Federal Trade Commission 's police report Notice to Furnishers of Information. It explains your responsibilities under the Fair Credit Reporting Act ( FCRA ). The FCRA requires that debt collectors give an identity theft victim documents related to an account if the victim asks. Please send me copies of all records relating to the account, including : date account open all sign original contract Account applications made on paper, online, or by telephone Account statements or invoices Records of payment or charge slips Delivery addresses associated with the account Records of phone numbers used to activate or access the account Signatures on applications and accounts Investigators report Please send me a letter explaining what you have done to : BARCLAYSBK or any company associate with this account that the debt is the result of identity theft Stop collection proceedings against me Stop reporting information about the debt to credit reporting companies Provide me with the records I request Thank you for your cooperation. 
Sincerely, XXXX, XXXX XXXX SOC SEC # XXXX DOB XXXX/XXXX/XXXX ADDRESS XXXX XXXX XXXX, XXXX, FL XXXX",Bank account or service,True,Credit card,True,both_wrong
575,Mortgage,Mortgage,0.9526110679054224,Mortgage,0.9779069423675537,True,True,"My loan is with XXXX. Once the banks were forced to re-finance people with the HARP extension, etc. XXXX turned my loan over to a servicing company called SPS who did n't have to follow the same rules of behavior because they were not a bank/mortgage company. 

I have been in a battle with SPS going on 3 years now stuck on a continuous carousel of them asking for ever more paperwork, paperwork they already had, asking for irrelevant paperwork and even deciding in a few circumstances to arbitrarily close my application for reasons claiming "" insufficient paperwork '' when the person on the phone told me 2 days earlier that they had in fact received everything. This forced me to have to start all over again - sometimes - 2 months into the process.. 

I then filed a complaint with the FTC a couple of years back and their "" investigation '' was a joke. They simply contacted SPS who then said I simply never finished the application. With that - they simply took SPS ' word for it and closed the complaint. During the entire process - SPS then assured me that as long as the application process was proceeding that they would not begin foreclosure proceedings on the house. Well in the latter half of 2014 that 's exactly what they did, while denying it to me when I called. It was only when I showed them actual foreclosure paperwork that was nailed to the door on the property that they in fact admitted that they did start the foreclosure process while I was in the middle of the app process once more. 
Now - in regards to the "" never completing the application '' SPS is simply playing a well organized game to keep the applicant from ever completing an application. They maintain that all paperwork must be no more than 90 days old. But they string out their paperwork requests over months so that at a certain point, there will always be something that is over 90 days old that you will continually have to resubmit. The worst part is that you never know and they will never tell you when you have completed the application because there is never a comprehensive list of exactly what you need to send them. So you never know whether you have sent them all the paperwork they need. I have literally been submitting the same paperwork over and over to them for almost 3 years now. 
To make matters worse, I have actually involved an attorney because I wanted an objective XXXX party to be witness to what was going on. To date, the attorney has admitted to me that what SPS is doing is completely insane, insidious and is the textbook case of acting in bad faith. Unfortunately, due to the way the law is structured SPS is not technically doing anything wrong. 
So - to date, even though I know I qualify for a re-finance, even having worked with the SPS Ombudsman ( who was useless by the way ) and then an attorney - SPS is continuing to play games with us by continually asking for endless paperwork over and over. And now the property is in foreclosure limbo, which means I ca n't live in it or put anyone else in it. But am still responsible for the tangential costs ( HOA, insurance, etc. ) which is now adding additional thousands of dollars to my debt. 
SPS has lied to me at just about every turn from the first day I had dealt with them. Acted in bad faith in preventing me from completing the application so that I can refinance the property under HARP/HAMP and is moving to foreclose on the property while lying to me telling me that as long as the application process is occurring that the home will not be foreclosed on. 
I dont know what your organization considers an abuse of power in an economically disadvantageous situation, or what you consider a good example of corporate misbehavior. But if this is not it, then I do n't know what is. 

You are the consumer protection agency - here is a customer that needs protecting. Please read this and do the right thing. 

Thank youXXXX XXXX",Mortgage,False,Mortgage,False,both_right
576,Credit card,Credit card,0.6951691413915729,Credit card,0.958764910697937,True,True,"The merchant credit card had a 0 % interest offer. They failed to properly disclose that after the promotional. All of the interest that was waived would be added to the balance. This was not adequately disclosed at the turning the credit was used. When I called the customer service center, they told me that if I paid the bill right away, that the interest would be waived completely. Two months later, they failed to do this and withdrew money from my checking account without authorization.",Credit card,False,Credit card,False,both_right
